Id,IdEjemplar,Raza_prima,Complejo_r,Anhio_Cole,Periodo_Co,Estado,Municipio,Localidad,Altitud,longitude,latitude,NOMBRE
1.00000000000,38.00000000000,Cónico,Cónicos,2009.00000000000,Período_III,OAX,SAN JUAN QUIOTEPEC,San Juan Quiotepec,1967.00000000000,-96.58805600000,17.60111100000,SIERRA MADRE DEL SUR
2.00000000000,39.00000000000,Cónico,Cónicos,2009.00000000000,Período_III,OAX,SAN JUAN QUIOTEPEC,San Juan Quiotepec,1967.00000000000,-96.58805600000,17.60111100000,SIERRA MADRE DEL SUR
3.00000000000,40.00000000000,Cónico,Cónicos,2009.00000000000,Período_III,OAX,SAN JUAN QUIOTEPEC,San Juan Quiotepec,1967.00000000000,-96.58805600000,17.60111100000,SIERRA MADRE DEL SUR
4.00000000000,41.00000000000,Nal-tel de Altura,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JUAN QUIOTEPEC,San Juan Quiotepec,1967.00000000000,-96.58805600000,17.60111100000,SIERRA MADRE DEL SUR
5.00000000000,2.00000000000,Tuxpeño,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San José Chiltepec,35.00000000000,-96.16880600000,17.94669400000,SIERRA MADRE DEL SUR
6.00000000000,3.00000000000,Tuxpeño,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San José Chiltepec,35.00000000000,-96.16880600000,17.94669400000,SIERRA MADRE DEL SUR
7.00000000000,4.00000000000,Tuxpeño,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San José Chiltepec,35.00000000000,-96.16880600000,17.94669400000,SIERRA MADRE DEL SUR
8.00000000000,5.00000000000,Tuxpeño,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San José Chiltepec,36.00000000000,-96.17011100000,17.94533300000,SIERRA MADRE DEL SUR
9.00000000000,6.00000000000,Tuxpeño,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San Isidro Naranjal,138.00000000000,-96.12463900000,17.88902800000,SIERRA MADRE DEL SUR
10.00000000000,7.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San Isidro Naranjal,138.00000000000,-96.12463900000,17.88902800000,SIERRA MADRE DEL SUR
11.00000000000,8.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San Isidro Naranjal,138.00000000000,-96.12463900000,17.88902800000,SIERRA MADRE DEL SUR
12.00000000000,9.00000000000,Tuxpeño,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San Isidro Naranjal,104.00000000000,-96.12705600000,17.89025000000,SIERRA MADRE DEL SUR
13.00000000000,10.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San Isidro Naranjal,104.00000000000,-96.12705600000,17.89025000000,SIERRA MADRE DEL SUR
14.00000000000,11.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ CHILTEPEC,San Isidro Naranjal,104.00000000000,-96.12705600000,17.89025000000,SIERRA MADRE DEL SUR
15.00000000000,12.00000000000,Cónico,Cónicos,2009.00000000000,Período_III,OAX,SANTIAGO COMALTEPEC,Santiago Comaltepec,1953.00000000000,-96.55000000000,17.56361100000,SIERRA MADRE DEL SUR
16.00000000000,14.00000000000,Olotón,Tropicales tardíos,2009.00000000000,Período_III,OAX,SANTIAGO COMALTEPEC,Santiago Comaltepec,1953.00000000000,-96.55000000000,17.56361100000,SIERRA MADRE DEL SUR
17.00000000000,13.00000000000,Serrano,Tropicales tardíos,2009.00000000000,Período_III,OAX,SANTIAGO COMALTEPEC,Santiago Comaltepec,1953.00000000000,-96.55000000000,17.56361100000,SIERRA MADRE DEL SUR
18.00000000000,15.00000000000,Cónico,Cónicos,2009.00000000000,Período_III,OAX,SANTIAGO COMALTEPEC,Santiago Comaltepec,1953.00000000000,-96.55000000000,17.56361100000,SIERRA MADRE DEL SUR
19.00000000000,16.00000000000,Serrano,Tropicales tardíos,2009.00000000000,Período_III,OAX,SANTIAGO COMALTEPEC,Santiago Comaltepec,2018.00000000000,-96.54722200000,17.56388900000,SIERRA MADRE DEL SUR
22.00000000000,19.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Peña Blanca,1942.00000000000,-96.65833000000,18.17028000000,SIERRA MADRE DEL SUR
23.00000000000,20.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Peña Blanca,655.00000000000,-96.66000000000,18.17777800000,SIERRA MADRE DEL SUR
24.00000000000,21.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Peña Blanca,644.00000000000,-96.65833000000,18.17028000000,SIERRA MADRE DEL SUR
25.00000000000,22.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Peña Blanca,644.00000000000,-96.65833000000,18.17028000000,SIERRA MADRE DEL SUR
26.00000000000,23.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Peña Blanca,644.00000000000,-96.65833000000,18.17028000000,SIERRA MADRE DEL SUR
27.00000000000,24.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Peña Blanca,642.00000000000,-96.65861100000,18.17888900000,SIERRA MADRE DEL SUR
28.00000000000,25.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Puerto Buena Vista,520.00000000000,-96.67333300000,18.21861100000,SIERRA MADRE DEL SUR
29.00000000000,26.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Puerto Buena Vista,510.00000000000,-96.66583300000,18.21777800000,SIERRA MADRE DEL SUR
30.00000000000,27.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Pozo de Águila,340.00000000000,-96.68305600000,18.19194400000,SIERRA MADRE DEL SUR
31.00000000000,28.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN JOSÉ TENANGO,Cañada Maguey,316.00000000000,-96.69083300000,18.18805600000,SIERRA MADRE DEL SUR
32.00000000000,29.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN FELIPE USILA,Santa Cruz Tepototutla,1085.00000000000,-96.55583300000,17.74583300000,SIERRA MADRE DEL SUR
33.00000000000,30.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN FELIPE USILA,Santa Cruz Tepototutla,1085.00000000000,-96.55583300000,17.74583300000,SIERRA MADRE DEL SUR
34.00000000000,31.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN FELIPE USILA,Santa Cruz Tepototutla,1085.00000000000,-96.55583300000,17.74583300000,SIERRA MADRE DEL SUR
35.00000000000,32.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN FELIPE USILA,Santa Cruz Tepototutla,1170.00000000000,-96.55583300000,17.74583300000,SIERRA MADRE DEL SUR
36.00000000000,33.00000000000,Tepecintle,Dentados tropicales,2009.00000000000,Período_III,OAX,SAN FELIPE USILA,Santa Cruz Tepototutla,1170.00000000000,-96.55583300000,17.74583300000,SIERRA MADRE DEL SUR
